Año;Mes;Puerto;Subgrupo;Cód Arancelario Mercancía;Descripción Cód Arancelario Mercancía;Operación;País Origen;Puerto Origen;Pais Destino;Puerto Destino;Forma Presentación;Tipo de Navegación;Tipo de Territorio;Toneladas
2020;dic;ESTACA;Asfalto;2714A;Betunes y asfaltos naturales.;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;156
2020;dic;ESTACA;Asfalto;2714A;Betunes y asfaltos naturales.;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;156
2020;dic;ESTACA;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;125,05
2020;dic;ESTACA;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;59,88
2020;dic;ESTACA;Automóviles y sus piezas;8703I;Turismos, No Eléctr. o Híbr. > 2,5 Ton, nuevos;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;11,13
2020;dic;ESTACA;Automóviles y sus piezas;8704B;Vehículos Automóviles Trans. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0
2020;dic;ESTACA;Automóviles y sus piezas;8704B;Vehículos Automóviles Trans. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0
2020;dic;ESTACA;Automóviles y sus piezas;4011;NEUMATICOS NUEVOS DE CAUCHO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1
2020;dic;ESTACA;Automóviles y sus piezas;8711;MOTOCICLETAS (INCLUSO CON PEDA;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,5
2020;dic;ESTACA;Cemento y clinker;2523A;Cementos hidráulicos, envasados (incluidos los cem;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;190,6
2020;dic;ESTACA;Cereales y sus harinas;1101;HARINA DE TRIGO Y DE MORCAJO O;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;43,3
2020;dic;ESTACA;Chatarras de hierro;7204;DESPERDICIOS Y DESECHOS, DE FU;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;20,09
2020;dic;ESTACA;Frutas, hortalizas y legumbres;803;PLÁTANOS(BANANAS), INCLUIDOS;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;340
2020;dic;ESTACA;Frutas, hortalizas y legumbres;804;DATILES, HIGOS, PIQAS (ANANAS);Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;174
2020;dic;ESTACA;Frutas, hortalizas y legumbres;812;FRUTOS CONSERVADOS PROVISIONAL;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;64
2020;dic;ESTACA;Gas-Oil;2710F;Gasóleo (subpartidas 2710 19 31, 2710 19 35, 2710;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;25
2020;dic;ESTACA;Gas-Oil;2710F;Gasóleo (subpartidas 2710 19 31, 2710 19 35, 2710;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;25
2020;dic;ESTACA;Gas-Oil;2710F;Gasóleo (subpartidas 2710 19 31, 2710 19 35, 2710;Descargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;ESTACA;Granel Líquido;Cabotaje Tenerife;Canarias;793,06
2020;dic;ESTACA;Gasolina;2710B;Gasolina y petróleo refinado (subpartidas 2710 12;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;16,3
2020;dic;ESTACA;Gasolina;2710B;Gasolina y petróleo refinado (subpartidas 2710 12;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;24,14
2020;dic;ESTACA;Gasolina;2710B;Gasolina y petróleo refinado (subpartidas 2710 12;Descargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;ESTACA;Granel Líquido;Cabotaje Tenerife;Canarias;144,39
2020;dic;ESTACA;Maderas y corcho;4403A;Madera en bruto, incluso descortezada, desalburada;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;8
2020;dic;ESTACA;Maderas y corcho;4403A;Madera en bruto, incluso descortezada, desalburada;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;8
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;4417;HERRAMIENTAS, MONTURAS Y MANGO;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;4
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;4417;HERRAMIENTAS, MONTURAS Y MANGO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;3,5
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;8206;HERRAMIENTAS DE DOS O MAS DE L;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;1
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;8207;UTILES INTERCAMBIABLES PARA HE;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,4
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;8303;CAJAS DE CAUDALES, PUERTAS Y C;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,1
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;8414;BOMBAS DE AIRE O DE VACIO, COM;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0,5
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;8414;BOMBAS DE AIRE O DE VACIO, COM;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1
2020;dic;ESTACA;Maq., aparatos, herramientas, repuestos;8442;MAQUINAS, APARATOS Y MATERIAL;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,5
2020;dic;ESTACA;Materiales de construcción elaborados;7308A;Construcciones y partes de construcciones;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;197,4
2020;dic;ESTACA;Materiales de construcción elaborados;2515;MARMOL, TRAVERTINOS, óECAUSSIN;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,09
2020;dic;ESTACA;Materiales de construcción elaborados;3917;TUBOS Y ACCESORIOS DE TUBERIA;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;3
2020;dic;ESTACA;Materiales de construcción elaborados;3925;ARTICULOS PARA LA CONSTRUCCION;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0,2
2020;dic;ESTACA;Materiales de construcción elaborados;3925;ARTICULOS PARA LA CONSTRUCCION;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;50,1
2020;dic;ESTACA;Materiales de construcción elaborados;6810;MANUFACTURAS DE CEMENTO, DE HO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;303
2020;dic;ESTACA;Otros minerales no metálicos;2505;ARENAS NATURALES DE CUALQUIER;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;82,6
2020;dic;ESTACA;Otros minerales y residuos metálicos;2606;MINERALES DE ALUMINIO Y SUS CO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1,5
2020;dic;ESTACA;Otros productos alimenticios;401;LECHE Y NATA (CREMA), SIN CONC;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;22
2020;dic;ESTACA;Otros productos alimenticios;406;QUESOS Y REQUESON;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0,4
2020;dic;ESTACA;Otros productos alimenticios;406;QUESOS Y REQUESON;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,4
2020;dic;ESTACA;Otros productos alimenticios;2105;HELADOS Y PRODUCTOS SIMILARES,;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1,59
2020;dic;ESTACA;Otros productos alimenticios;2106;PREPARACIONES ALIMENTICIAS NO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;159
2020;dic;ESTACA;Otros productos metalúrgicos;7601;ALUMINIO EN BRUTO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;3
2020;dic;ESTACA;Otros productos metalúrgicos;7604;BARRAS Y PERFILES, DE ALUMINIO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,98
2020;dic;ESTACA;Papel y pasta;4802;PAPEL Y CARTON, SIN ESTUCAR NI;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;16
2020;dic;ESTACA;Papel y pasta;4804;PAPEL Y CARTON KRAFT, SIN ESTU;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;120
2020;dic;ESTACA;Papel y pasta;4808;PAPEL Y CARTON ONDULADO (INCLU;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;12,5
2020;dic;ESTACA;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;15
2020;dic;ESTACA;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;249,25
2020;dic;ESTACA;Piensos y forrajes;1213;PAJA Y CASCABILLO DE CEREALES,;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;24,3
2020;dic;ESTACA;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;20
2020;dic;ESTACA;Piensos y forrajes;2302;SALVADOS, MOYUELOS Y DEMAS RES;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;14,6
2020;dic;ESTACA;Productos químicos;3003;MEDICAMENTOS (CON EXCLUSION DE;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;33
2020;dic;ESTACA;Productos químicos;3210;"LAS DEMAS PINTURAS Y BARNICES;";Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,12
2020;dic;ESTACA;Productos químicos;3816;CEMENTOS, MORTEROS, HORMIGONES;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;20
2020;dic;ESTACA;Productos siderúrgicos;7304B;Tubos y perfiles huecos, sin soldadura, de hierro;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0,25
2020;dic;ESTACA;Productos siderúrgicos;7206;HIERRO Y ACERO SIN ALEAR, EN L;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;12
2020;dic;ESTACA;Productos siderúrgicos;7216;PERFILES DE HIERRO O DE ACERO;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1,5
2020;dic;ESTACA;Productos siderúrgicos;7318;TORNILLOS, PERNOS, TUERCAS, TI;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;15
2020;dic;ESTACA;Resto de mercancías;102;ANIMALES VIVOS DE LA ESPECIE B;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;4,5
2020;dic;ESTACA;Resto de mercancías;106;LOS DEMAS ANIMALES VIVOS;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;1
2020;dic;ESTACA;Resto de mercancías;106;LOS DEMAS ANIMALES VIVOS;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1
2020;dic;ESTACA;Resto de mercancías;3703;PAPEL, CARTON Y TEXTILES, FOTO;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;69,5
2020;dic;ESTACA;Resto de mercancías;4421;LAS DEMAS MANUFACTURAS DE MADE;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;5
2020;dic;ESTACA;Resto de mercancías;4817;SOBRES, SOBRES-CARTA, TARJETAS;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;69,5
2020;dic;ESTACA;Resto de mercancías;4817;SOBRES, SOBRES-CARTA, TARJETAS;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;126,5
2020;dic;ESTACA;Resto de mercancías;4819;CAJAS, SACOS, BOLSAS, CUCURUCH;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;77
2020;dic;ESTACA;Resto de mercancías;5608;REDES DE MALLAS ANUDADAS, EN P;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,15
2020;dic;ESTACA;Resto de mercancías;6302;ROPA DE CAMA, DE MESA, DE TOCA;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;3
2020;dic;ESTACA;Resto de mercancías;7001;DESPERDICIOS Y DESECHOS DE VID;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;11
2020;dic;ESTACA;Resto de mercancías;7010;BOMBONAS, BOTELLAS, FRASCOS, T;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;19
2020;dic;ESTACA;Resto de mercancías;7020;LAS DEMAS MANUFACTURAS DE VIDR;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,6
2020;dic;ESTACA;Resto de mercancías;8523;SOPORTES PREPARADOS PARA GRABA;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;4
2020;dic;ESTACA;Resto de mercancías;8523;SOPORTES PREPARADOS PARA GRABA;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;6
2020;dic;ESTACA;Resto de mercancías;9403;LOS DEMAS MUEBLES Y SUS PARTES;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;3,7
2020;dic;ESTACA;Resto de mercancías;9880;Componentes de conjuntos industriales completos en;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;8,29
2020;dic;ESTACA;Resto de mercancías;9880;Componentes de conjuntos industriales completos en;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;8,29
2020;dic;ESTACA;Tabaco, cacao, café y especias;1806;CHOCOLATE Y DEMAS PREPARACIONE;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;4,5
2020;dic;ESTACA;Tara de contenedores;8609*;CONTENEDORES (VACIOS) G - 4;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;24,5
2020;dic;ESTACA;Tara de contenedores;8609T;CONTENEDORES (LLENOS) G - 4;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;20,2
2020;dic;ESTACA;Tara de contenedores;8609T;CONTENEDORES (LLENOS) G - 4;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;52,7
2020;dic;ESTACA;Tara plataformas, camión, carga;8704*;VEHICULOS AUT. (VACIOS) G - 4;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;549,67
2020;dic;ESTACA;Tara plataformas, camión, carga;8704*;VEHICULOS AUT. (VACIOS) G - 4;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;507,17
2020;dic;ESTACA;Tara plataformas, camión, carga;8704T;VEHICULOS AUT. (LLENOS) G - 4;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;336,85
2020;dic;ESTACA;Tara plataformas, camión, carga;8704T;VEHICULOS AUT. (LLENOS) G - 4;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;464,24
2020;dic;ESTACA;Tara plataformas, camión, carga;8716*;REMOLQUES/PLATAF.(VACIOS) G- 4;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;231,9
2020;dic;ESTACA;Tara plataformas, camión, carga;8716*;REMOLQUES/PLATAF.(VACIOS) G- 4;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;5
2020;dic;ESTACA;Tara plataformas, camión, carga;8716T;REMOLQUES/PLATAF.(LLENOS) G- 4;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;266,5
2020;dic;ESTACA;Tara plataformas, camión, carga;8716T;REMOLQUES/PLATAF.(LLENOS) G- 4;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;530,4
2020;dic;ESTACA;Vinos, bebidas, alcoholes y derivados;2201A;Agua, envasada, incluida el agua mineral natural o;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;8,65
2020;dic;ESTACA;Vinos, bebidas, alcoholes y derivados;2201C;Agua, a granel para abastecimiento de poblaciones,;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;15
2020;dic;ESTACA;Vinos, bebidas, alcoholes y derivados;2204A;Vino de uvas, envasado, incluso encabezado, mosto;Cargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;21
2020;dic;ESTACA;Vinos, bebidas, alcoholes y derivados;2202;AGUA, INCLUIDA EL AGUA MINERAL;Descargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;43,18
2020;dic;CRISTIANOS;Abonos naturales y artificiales;3102D;Abonos Quimicos (excepto sulfato amónico, urea u o;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Tenerife;Canarias;80
2020;dic;CRISTIANOS;Aceites y grasas;1512A;Aceites de girasol, de cártamo o de algodón, y sus;Descargadas;ESPAÑA;Santa Cruz de la Palma;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;5
2020;dic;CRISTIANOS;Asfalto;2714A;Betunes y asfaltos naturales.;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;156
2020;dic;CRISTIANOS;Asfalto;2714A;Betunes y asfaltos naturales.;Descargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;156
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;59,88
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;San Sebastian de la Gomera;Mercancía General;Cabotaje Tenerife;Canarias;129,7
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Tenerife;Canarias;37,72
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;133,55
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;San Sebastian de la Gomera;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;56,88
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703E;Turismos, No Eléctr. o Híbr. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;Santa Cruz de la Palma;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;21,16
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703I;Turismos, No Eléctr. o Híbr. > 2,5 Ton, nuevos;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;San Sebastian de la Gomera;Mercancía General;Cabotaje Tenerife;Canarias;3,09
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703I;Turismos, No Eléctr. o Híbr. > 2,5 Ton, nuevos;Descargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;11,13
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703I;Turismos, No Eléctr. o Híbr. > 2,5 Ton, nuevos;Descargadas;ESPAÑA;San Sebastian de la Gomera;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;12,99
2020;dic;CRISTIANOS;Automóviles y sus piezas;8703I;Turismos, No Eléctr. o Híbr. > 2,5 Ton, nuevos;Descargadas;ESPAÑA;Santa Cruz de la Palma;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;9,68
2020;dic;CRISTIANOS;Automóviles y sus piezas;8704B;Vehículos Automóviles Trans. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0
2020;dic;CRISTIANOS;Automóviles y sus piezas;8704B;Vehículos Automóviles Trans. hasta 2,5 Ton, nuevos;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Tenerife;Canarias;0
2020;dic;CRISTIANOS;Automóviles y sus piezas;8704B;Vehículos Automóviles Trans. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;ESTACA;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0
2020;dic;CRISTIANOS;Automóviles y sus piezas;8704B;Vehículos Automóviles Trans. hasta 2,5 Ton, nuevos;Descargadas;ESPAÑA;Santa Cruz de la Palma;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;0
2020;dic;CRISTIANOS;Automóviles y sus piezas;4011;NEUMATICOS NUEVOS DE CAUCHO;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;1
2020;dic;CRISTIANOS;Automóviles y sus piezas;4011;NEUMATICOS NUEVOS DE CAUCHO;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Tenerife;Canarias;15
2020;dic;CRISTIANOS;Automóviles y sus piezas;4012;NEUMATICOS RECAUCHUTADOS O USA;Descargadas;ESPAÑA;Santa Cruz de la Palma;ESPAÑA;CRISTIANOS;Mercancía General;Cabotaje Tenerife;Canarias;39
2020;dic;CRISTIANOS;Automóviles y sus piezas;8711;MOTOCICLETAS (INCLUSO CON PEDA;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;ESTACA;Mercancía General;Cabotaje Tenerife;Canarias;0,5
2020;dic;CRISTIANOS;Automóviles y sus piezas;8711;MOTOCICLETAS (INCLUSO CON PEDA;Cargadas;ESPAÑA;CRISTIANOS;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Tenerife;Canarias;1,32
