Año;Mes;Puerto;Subgrupo;Cód Arancelario Mercancía;Descripción Cód Arancelario Mercancía;Operación;País Origen;Puerto Origen;Pais Destino;Puerto Destino;Forma Presentación;Tipo de Navegación;Tipo de Territorio;Toneladas
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;304;FILETES Y DEMAS CARNE DE PESCA;Descargadas;ESPAÑA;LA LUZ Y LAS PALMAS;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Las Palmas;Canarias;6,5
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;304;FILETES Y DEMAS CARNE DE PESCA;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;49,8
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;304;FILETES Y DEMAS CARNE DE PESCA;Descargadas;PAISES BAJOS;ROTTERDAM;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;27,24
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;304;FILETES Y DEMAS CARNE DE PESCA;Tránsito;PAISES BAJOS;ROTTERDAM;ESPAÑA;LA LUZ Y LAS PALMAS;Mercancía General;Exterior Comunitario;Unión Europea;55
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;5,09
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;2,3
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;12,7
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;17,55
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;1,51
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;21,01
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;306;CRUSTACEOS;Descargadas;ESPAÑA;VILLAGARCIA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,26
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;SEVILLA;Mercancía General;Cabotaje Nacional;Nacional;2,21
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Descargadas;CHINA;SHIDAO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Resto;Resto Territorios;26
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;26,16
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;35,62
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;108,15
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;1,49
2020;dic;SC_TENERIFE;Pescados congelados y refrigerados;307;Moluscos, incluso separados de sus valvas, vivos,;Descargadas;INDIA;PIPAVAV (ALBERT VICTOR );ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Resto;Resto Territorios;16,41
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;ALICANTE;Mercancía General;Cabotaje Nacional;Nacional;0,09
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;ARRECIFE DE LANZAROTE;Mercancía General;Cabotaje Las Palmas;Canarias;169,88
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;LA LUZ Y LAS PALMAS;Mercancía General;Cabotaje Las Palmas;Canarias;2
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;PUERTO DEL ROSARIO (FUERTEVENTURA);Mercancía General;Cabotaje Las Palmas;Canarias;627,03
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Tenerife;Canarias;11,17
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;Valencia;Mercancía General;Cabotaje Nacional;Nacional;6,8
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ALEMANIA;HAMBURG;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;15,48
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;BELGICA;ANTWERPEN;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;102,48
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;CANADA;HALIFAX;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Resto;Resto Territorios;25,87
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;AGAETE (G.C.);ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Las Palmas;Canarias;568
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;437,67
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;570,74
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;BILBAO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;147,7
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;57,48
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;GIJON;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;42,53
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;7,45
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;LA LUZ Y LAS PALMAS;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Las Palmas;Canarias;85,68
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;69,87
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;209,7
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;Valencia;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;696,44
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;VIGO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;24,5
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ESPAÑA;VILLAGARCIA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;1,55
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;ITALIA;GENOA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;8,22
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;PAISES BAJOS;ROTTERDAM;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;13,1
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Descargadas;PORTUGAL;SETUBAL;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;48,23
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;ESPAÑA;ALICANTE;ESPAÑA;ARRECIFE DE LANZAROTE;Mercancía General;Cabotaje Nacional;Nacional;0,95
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;ESPAÑA;ALICANTE;ESPAÑA;PUERTO DEL ROSARIO (FUERTEVENTURA);Mercancía General;Cabotaje Nacional;Nacional;49,18
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;ESPAÑA;BARCELONA;ESPAÑA;ARRECIFE DE LANZAROTE;Mercancía General;Cabotaje Nacional;Nacional;0,16
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;ESPAÑA;BILBAO;ESPAÑA;PUERTO DEL ROSARIO (FUERTEVENTURA);Mercancía General;Cabotaje Nacional;Nacional;24,68
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;ESPAÑA;VILLAGARCIA;ESPAÑA;Santa Cruz de la Palma;Mercancía General;Cabotaje Nacional;Nacional;103,96
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;PAISES BAJOS;ROTTERDAM;ESPAÑA;PUERTO DEL ROSARIO (FUERTEVENTURA);Mercancía General;Exterior Comunitario;Unión Europea;47,42
2020;dic;SC_TENERIFE;Piensos y forrajes;2309A;Preparaciones del tipo de las utilizadas para la a;Tránsito;PAISES BAJOS;ROTTERDAM;MARRUECOS;CASABLANCA;Mercancía General;Exterior Resto;Resto TMCD;1,04
2020;dic;SC_TENERIFE;Piensos y forrajes;1204;SEMILLA DE LINO, INCLUSO QUEBR;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;16,6
2020;dic;SC_TENERIFE;Piensos y forrajes;1204;SEMILLA DE LINO, INCLUSO QUEBR;Descargadas;ITALIA;GENOA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;0,16
2020;dic;SC_TENERIFE;Piensos y forrajes;1205;SEMILLA DE NABO O DE COLZA, IN;Descargadas;ITALIA;GENOA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;0,2
2020;dic;SC_TENERIFE;Piensos y forrajes;1206;SEMILLA DE GIRASOL, INCLUSO QU;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;4,31
2020;dic;SC_TENERIFE;Piensos y forrajes;1206;SEMILLA DE GIRASOL, INCLUSO QU;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;2,07
2020;dic;SC_TENERIFE;Piensos y forrajes;1206;SEMILLA DE GIRASOL, INCLUSO QU;Descargadas;ITALIA;GENOA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;0,03
2020;dic;SC_TENERIFE;Piensos y forrajes;1207;LAS DEMAS SEMILLAS Y FRUTOS O;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;BARCELONA;Mercancía General;Cabotaje Nacional;Nacional;0,04
2020;dic;SC_TENERIFE;Piensos y forrajes;1207;LAS DEMAS SEMILLAS Y FRUTOS O;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;2,76
2020;dic;SC_TENERIFE;Piensos y forrajes;1207;LAS DEMAS SEMILLAS Y FRUTOS O;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;3,2
2020;dic;SC_TENERIFE;Piensos y forrajes;1207;LAS DEMAS SEMILLAS Y FRUTOS O;Descargadas;ESPAÑA;Valencia;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;7,57
2020;dic;SC_TENERIFE;Piensos y forrajes;1207;LAS DEMAS SEMILLAS Y FRUTOS O;Descargadas;ITALIA;GENOA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;0,46
2020;dic;SC_TENERIFE;Piensos y forrajes;1213;PAJA Y CASCABILLO DE CEREALES,;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;60,28
2020;dic;SC_TENERIFE;Piensos y forrajes;1213;PAJA Y CASCABILLO DE CEREALES,;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;46,96
2020;dic;SC_TENERIFE;Piensos y forrajes;1213;PAJA Y CASCABILLO DE CEREALES,;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;463,41
2020;dic;SC_TENERIFE;Piensos y forrajes;1213;PAJA Y CASCABILLO DE CEREALES,;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,9
2020;dic;SC_TENERIFE;Piensos y forrajes;1213;PAJA Y CASCABILLO DE CEREALES,;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;88,04
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;152,1
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;285,4
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;GIJON;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;8,98
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;90,76
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;98,68
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Descargadas;ESPAÑA;Valencia;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;28,12
2020;dic;SC_TENERIFE;Piensos y forrajes;1214;NABOS FORRAJEROS, REMOLACHAS F;Tránsito;ESPAÑA;GIJON;ESPAÑA;ARRECIFE DE LANZAROTE;Mercancía General;Cabotaje Nacional;Nacional;17,08
2020;dic;SC_TENERIFE;Piensos y forrajes;2301;"HARINA, POLVO Y ""PELLETS"", DE";Descargadas;ESPAÑA;VIGO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;25,16
2020;dic;SC_TENERIFE;Piensos y forrajes;2302;SALVADOS, MOYUELOS Y DEMAS RES;Descargadas;ESPAÑA;BILBAO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;25,12
2020;dic;SC_TENERIFE;Piensos y forrajes;2302;SALVADOS, MOYUELOS Y DEMAS RES;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;14,88
2020;dic;SC_TENERIFE;Piensos y forrajes;2303;RESIDUOS DE LA INDUSTRIA DEL A;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;AGAETE (G.C.);Mercancía General;Cabotaje Las Palmas;Canarias;14
2020;dic;SC_TENERIFE;Piensos y forrajes;2303;RESIDUOS DE LA INDUSTRIA DEL A;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;24,6
2020;dic;SC_TENERIFE;Piensos y forrajes;2307;"LIAS O HECES DE VINO; TARTARO";Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0
2020;dic;SC_TENERIFE;Piensos y forrajes;2308;MATERIAS VEGETALES, DESPERDICI;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;AGAETE (G.C.);Mercancía General;Cabotaje Las Palmas;Canarias;82
2020;dic;SC_TENERIFE;Piensos y forrajes;2308;MATERIAS VEGETALES, DESPERDICI;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;BARCELONA;Mercancía General;Cabotaje Nacional;Nacional;47,41
2020;dic;SC_TENERIFE;Piensos y forrajes;2308;MATERIAS VEGETALES, DESPERDICI;Tránsito;ESPAÑA;BARCELONA;ESPAÑA;PUERTO DEL ROSARIO (FUERTEVENTURA);Mercancía General;Cabotaje Nacional;Nacional;47,92
2020;dic;SC_TENERIFE;Productos químicos;1520A;"Glicerol en bruto; aguas y lejías glicerinosas, en";Tránsito;ESPAÑA;ALICANTE;ESPAÑA;ARRECIFE DE LANZAROTE;Mercancía General;Cabotaje Nacional;Nacional;33,15
2020;dic;SC_TENERIFE;Productos químicos;2836A;Carbonatos, peroxocarbonatos (percarbonatos), carb;Descargadas;ESPAÑA;ALICANTE;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;9,52
2020;dic;SC_TENERIFE;Productos químicos;2836A;Carbonatos, peroxocarbonatos (percarbonatos), carb;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;376,89
2020;dic;SC_TENERIFE;Productos químicos;2836A;Carbonatos, peroxocarbonatos (percarbonatos), carb;Descargadas;ESPAÑA;LA LUZ Y LAS PALMAS;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Las Palmas;Canarias;20,4
2020;dic;SC_TENERIFE;Productos químicos;2836A;Carbonatos, peroxocarbonatos (percarbonatos), carb;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;29,17
2020;dic;SC_TENERIFE;Productos químicos;2905A;Alcoholes acíclicos y sus derivados halogenados, s;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,56
2020;dic;SC_TENERIFE;Productos químicos;2905A;Alcoholes acíclicos y sus derivados halogenados, s;Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;27,08
2020;dic;SC_TENERIFE;Productos químicos;2905A;Alcoholes acíclicos y sus derivados halogenados, s;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;1,28
2020;dic;SC_TENERIFE;Productos químicos;2905A;Alcoholes acíclicos y sus derivados halogenados, s;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;4,83
2020;dic;SC_TENERIFE;Productos químicos;2905A;Alcoholes acíclicos y sus derivados halogenados, s;Descargadas;ESPAÑA;Valencia;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;15,26
2020;dic;SC_TENERIFE;Productos químicos;3207A;Pigmentos, opacificantes y colores preparados, com;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,31
2020;dic;SC_TENERIFE;Productos químicos;3207A;Pigmentos, opacificantes y colores preparados, com;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,73
2020;dic;SC_TENERIFE;Productos químicos;3207A;Pigmentos, opacificantes y colores preparados, com;Descargadas;ESPAÑA;SEVILLA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,5
2020;dic;SC_TENERIFE;Productos químicos;3207A;Pigmentos, opacificantes y colores preparados, com;Descargadas;POLONIA;GDYNIA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Exterior Comunitario;Unión Europea;18,3
2020;dic;SC_TENERIFE;Productos químicos;3207B;Frita de vidrio y demás vidrios, en polvo, gránulo;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;LA LUZ Y LAS PALMAS;Mercancía General;Cabotaje Las Palmas;Canarias;141,09
2020;dic;SC_TENERIFE;Productos químicos;3207B;Frita de vidrio y demás vidrios, en polvo, gránulo;Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0
2020;dic;SC_TENERIFE;Productos químicos;3207B;Frita de vidrio y demás vidrios, en polvo, gránulo;Descargadas;ESPAÑA;LA LUZ Y LAS PALMAS;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Las Palmas;Canarias;14
2020;dic;SC_TENERIFE;Productos químicos;3825A;PRODUCTOS RESIDUALES DE LA IND QUIMICA;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;ALICANTE;Mercancía General;Cabotaje Nacional;Nacional;7,1
2020;dic;SC_TENERIFE;Productos químicos;3825A;PRODUCTOS RESIDUALES DE LA IND QUIMICA;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;HUELVA;Mercancía General;Cabotaje Nacional;Nacional;3,9
2020;dic;SC_TENERIFE;Productos químicos;3825A;PRODUCTOS RESIDUALES DE LA IND QUIMICA;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;Valencia;Mercancía General;Cabotaje Nacional;Nacional;65,29
2020;dic;SC_TENERIFE;Productos químicos;3825A;PRODUCTOS RESIDUALES DE LA IND QUIMICA;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;VIGO;Mercancía General;Cabotaje Nacional;Nacional;7,17
2020;dic;SC_TENERIFE;Productos químicos;3909A;Resinas amínicas, resinas fenólicas y poliuretanos;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;2,16
2020;dic;SC_TENERIFE;Productos químicos;3909A;Resinas amínicas, resinas fenólicas y poliuretanos;Descargadas;ESPAÑA;CADIZ;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,01
2020;dic;SC_TENERIFE;Productos químicos;3909A;Resinas amínicas, resinas fenólicas y poliuretanos;Descargadas;ESPAÑA;SAGUNTO;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;13,64
2020;dic;SC_TENERIFE;Productos químicos;2705;GAS DE HULLA, GAS DE AGUA, GAS;Cargadas;ESPAÑA;Santa Cruz de Tenerife;ESPAÑA;PUERTO DEL ROSARIO (FUERTEVENTURA);Mercancía General;Cabotaje Las Palmas;Canarias;5,45
2020;dic;SC_TENERIFE;Productos químicos;2706;ALQUITRANES DE HULLA, DE LIGNI;Descargadas;ESPAÑA;LA LUZ Y LAS PALMAS;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Las Palmas;Canarias;390
2020;dic;SC_TENERIFE;Productos químicos;2707;ACEITES Y DEMAS PRODUCTOS DE L;Cargadas;ESPAÑA;Santa Cruz de Tenerife;DESCONOCIDO;DESCONOCIDO ABORDO;Granel Líquido;Exterior Resto;Resto Territorios;313,96
2020;dic;SC_TENERIFE;Productos químicos;2707;ACEITES Y DEMAS PRODUCTOS DE L;Descargadas;PAISES BAJOS;ROTTERDAM;ESPAÑA;Santa Cruz de Tenerife;Granel Líquido;Exterior Comunitario;Unión Europea;18136,48
2020;dic;SC_TENERIFE;Productos químicos;2801;FLUOR, CLORO, BROMO Y YODO;Descargadas;ESPAÑA;BARCELONA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,04
2020;dic;SC_TENERIFE;Productos químicos;2801;FLUOR, CLORO, BROMO Y YODO;Descargadas;ESPAÑA;HUELVA;ESPAÑA;Santa Cruz de Tenerife;Mercancía General;Cabotaje Nacional;Nacional;0,02
